date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:06:46	12752/12752	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:06:45%20GMT	https://dharma.crc.nd.edu/index.php/about/introduction	./dharma/dharma.crc.nd.edu/index.php/about/introduction.html	(from https://dharma.crc.nd.edu/)
10:06:47	20920/20920	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:06:46%20GMT	https://dharma.crc.nd.edu/index.php/projects	./dharma/dharma.crc.nd.edu/index.php/projects.html	(from https://dharma.crc.nd.edu/)
10:06:48	19965/19965	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:06:47%20GMT	https://dharma.crc.nd.edu/index.php/publications	./dharma/dharma.crc.nd.edu/index.php/publications.html	(from https://dharma.crc.nd.edu/)
10:06:49	19459/19459	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:06:48%20GMT	https://dharma.crc.nd.edu/index.php/community	./dharma/dharma.crc.nd.edu/index.php/community.html	(from https://dharma.crc.nd.edu/)
10:06:50	17435/17435	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:06:49%20GMT	https://dharma.crc.nd.edu/index.php/news-events	./dharma/dharma.crc.nd.edu/index.php/news-events.html	(from https://dharma.crc.nd.edu/)
10:06:50	74546/74546	---M--	200	added ('OK')	image/jpeg	etag:%2212332-53072969f98c0%22	https://dharma.crc.nd.edu/images/india/pano-taj_ph.jpg	./dharma/dharma.crc.nd.edu/images/india/pano-taj_ph.jpg	(from https://dharma.crc.nd.edu/)
10:06:51	28865/28865	---M--	200	added ('OK')	image/png	etag:%2270c1-5c9361f3e4e78%22	https://dharma.crc.nd.edu/images/dharma/DHARMA_blue1_title_Left.png	./dharma/dharma.crc.nd.edu/images/dharma/DHARMA_blue1_title_Left.png	(from https://dharma.crc.nd.edu/)
10:06:52	28721/28721	---M--	200	added ('OK')	image/png	etag:%227031-5c93631be991e%22	https://dharma.crc.nd.edu/images/dharma/DHARMA_blue1_title_Right.png	./dharma/dharma.crc.nd.edu/images/dharma/DHARMA_blue1_title_Right.png	(from https://dharma.crc.nd.edu/)
10:06:53	65553/65553	---M--	200	added ('OK')	image/jpeg	etag:%2210011-5c6db630fad65%22	https://dharma.crc.nd.edu/images/Visualization/KK_bookCover.jpg	./dharma/dharma.crc.nd.edu/images/Visualization/KK_bookCover.jpg	(from https://dharma.crc.nd.edu/)
10:06:55	19150/19150	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:06:54%20GMT	https://dharma.crc.nd.edu/index.php/projects/italy/roman-forum/from-pen-to-pixel	./dharma/dharma.crc.nd.edu/index.php/projects/italy/roman-forum/from-pen-to-pixel.html	(from https://dharma.crc.nd.edu/)
10:06:55	55244/55244	---M--	200	added ('OK')	image/jpeg	etag:%22d7cc-5c6dc16378cae%22	https://dharma.crc.nd.edu/images/Visualization/app-titus_300.jpg	./dharma/dharma.crc.nd.edu/images/Visualization/app-titus_300.jpg	(from https://dharma.crc.nd.edu/)
10:06:57	14674/14674	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:06:56%20GMT	https://dharma.crc.nd.edu/index.php/projects/italy/roman-forum/roman-forum-app	./dharma/dharma.crc.nd.edu/index.php/projects/italy/roman-forum/roman-forum-app.html	(from https://dharma.crc.nd.edu/)
10:06:58	169475/169475	---M--	200	added ('OK')	image/png	etag:%2229603-5c8316df5d6f0%22	https://dharma.crc.nd.edu/images/Visualization/PointCloudArchOfTitus.png	./dharma/dharma.crc.nd.edu/images/Visualization/PointCloudArchOfTitus.png	(from https://dharma.crc.nd.edu/)
10:06:59	155101/155101	---M--	200	added ('OK')	image/png	etag:%2225ddd-5c6dc3dbc02af%22	https://dharma.crc.nd.edu/images/Visualization/forum_MZps1.png	./dharma/dharma.crc.nd.edu/images/Visualization/forum_MZps1.png	(from https://dharma.crc.nd.edu/)
10:06:59	11705/11705	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:06:59%20GMT	https://dharma.crc.nd.edu/index.php/11-dharma/projects/italy/54-reconstruction-roman-forum	./dharma/dharma.crc.nd.edu/index.php/11-dharma/projects/italy/54-reconstruction-roman-forum.html	(from https://dharma.crc.nd.edu/)
10:07:00	4873/4873	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2015:07:00%20GMT	https://dharma.crc.nd.edu/index.php/projects/mainvisualization/visualization	./dharma/dharma.crc.nd.edu/index.php/projects/mainvisualization/visualization	(from https://dharma.crc.nd.edu/)
10:07:02	215462/215462	---M--	200	added ('OK')	image/jpeg	etag:%22349a6-5c6dc80baec11%22	https://dharma.crc.nd.edu/images/india/Team_survey_India_1.jpg	./dharma/dharma.crc.nd.edu/images/india/Team_survey_India_1.jpg	(from https://dharma.crc.nd.edu/)
10:07:02	25208/25208	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226278-5fffc2ae44e00%22	https://dharma.crc.nd.edu/media/jui/fonts/IcoMoon.eot	./dharma/dharma.crc.nd.edu/media/jui/fonts/IcoMoon.eot	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:03	25208/25208	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226278-5fffc2ae44e00%22	https://dharma.crc.nd.edu/media/jui/fonts/IcoMoon.eot?	./dharma/dharma.crc.nd.edu/media/jui/fonts/IcoMoond41d.eot	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:04	25424/25424	---M--	200	added ('OK')	application/font-woff	etag:%226350-5fffc2ae44e00%22	https://dharma.crc.nd.edu/media/jui/fonts/IcoMoon.woff	./dharma/dharma.crc.nd.edu/media/jui/fonts/IcoMoon.woff	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:05	25044/25044	---M--	200	added ('OK')	application/font-sfnt	etag:%2261d4-5fffc2ae44e00%22	https://dharma.crc.nd.edu/media/jui/fonts/IcoMoon.ttf	./dharma/dharma.crc.nd.edu/media/jui/fonts/IcoMoon.ttf	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:06	86043/86043	---M--	200	added ('OK')	image/svg+xml	etag:%221501b-5fffc2ae44e00%22	https://dharma.crc.nd.edu/media/jui/fonts/IcoMoon.svg	./dharma/dharma.crc.nd.edu/media/jui/fonts/IcoMoon.svg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:07	60846/60846	---M--	200	added ('OK')	image/jpeg	etag:%22edae-531a08d8e60c0%22	https://dharma.crc.nd.edu/images/india/pano-taj_long.jpg	./dharma/dharma.crc.nd.edu/images/india/pano-taj_long.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:08	99635/99635	---M--	200	added ('OK')	image/jpeg	etag:%2218533-531a08d8e60c0%22	https://dharma.crc.nd.edu/images/india/about_pano.jpg	./dharma/dharma.crc.nd.edu/images/india/about_pano.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:09	74633/74633	---M--	200	added ('OK')	image/jpeg	etag:%2212389-531a08d8e60c0%22	https://dharma.crc.nd.edu/images/india/research_pano.jpg	./dharma/dharma.crc.nd.edu/images/india/research_pano.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:10	58380/58380	---M--	200	added ('OK')	image/jpeg	etag:%22e40c-531a0876ab900%22	https://dharma.crc.nd.edu/images/dharma/community_pano.jpg	./dharma/dharma.crc.nd.edu/images/dharma/community_pano.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:11	55839/55839	---M--	200	added ('OK')	image/jpeg	etag:%22da1f-531a08d8e60c0%22	https://dharma.crc.nd.edu/images/india/river-front-pano.jpg	./dharma/dharma.crc.nd.edu/images/india/river-front-pano.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:12	97870/97870	---M--	200	added ('OK')	image/jpeg	etag:%2217e4e-531a08d8e60c0%22	https://dharma.crc.nd.edu/images/india/akbar_pano.jpg	./dharma/dharma.crc.nd.edu/images/india/akbar_pano.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:14	237746/237746	---M--	200	added ('OK')	image/jpeg	etag:%223a0b2-531a08d8e60c0%22	https://dharma.crc.nd.edu/images/india/itmad-data-pano.jpg	./dharma/dharma.crc.nd.edu/images/india/itmad-data-pano.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:14	61425/61425	---M--	200	added ('OK')	image/jpeg	etag:%22eff1-531a08d8e60c0%22	https://dharma.crc.nd.edu/images/india/taj-pano-2.jpg	./dharma/dharma.crc.nd.edu/images/india/taj-pano-2.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:15	69807/69807	---M--	200	added ('OK')	image/jpeg	etag:%22110af-531a08563ec80%22	https://dharma.crc.nd.edu/images/italy/colosseum-panorama_lg.jpg	./dharma/dharma.crc.nd.edu/images/italy/colosseum-panorama_lg.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:17	184266/184266	---M--	200	added ('OK')	image/jpeg	etag:%222cfca-58642e9bdcea3%22	https://dharma.crc.nd.edu/images/italy/forum_app/pano-app.jpg	./dharma/dharma.crc.nd.edu/images/italy/forum_app/pano-app.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:17	99525/99525	---M--	200	added ('OK')	image/jpeg	etag:%22184c5-5862f540378ab%22	https://dharma.crc.nd.edu/images/italy/vatican/pano-vatican.jpg	./dharma/dharma.crc.nd.edu/images/italy/vatican/pano-vatican.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:18	229/229	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2015:07:18%20GMT	https://dharma.crc.nd.edu/images/italy/community_pano.jpg	./dharma/dharma.crc.nd.edu/images/italy/community_pano.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:19	119561/119561	---M--	200	added ('OK')	image/jpeg	etag:%221d309-531a058bf1740%22	https://dharma.crc.nd.edu/images/italy/forum-overview_pano.jpg	./dharma/dharma.crc.nd.edu/images/italy/forum-overview_pano.jpg	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:20	18960/18960	---M--	200	added ('OK')	image/png	etag:%224a10-53150ce9b9240%22	https://dharma.crc.nd.edu/images/dharma/dharma_logo_wheel.png	./dharma/dharma.crc.nd.edu/images/dharma/dharma_logo_wheel.png	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:21	229/229	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2015:07:21%20GMT	https://dharma.crc.nd.edu/images/daspos/daspos_footer.png	./dharma/dharma.crc.nd.edu/images/daspos/daspos_footer.png	(from https://dharma.crc.nd.edu/templates/protostar-dharma/css/template.css)
10:07:23	13562/13562	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:22%20GMT	https://dharma.crc.nd.edu/index.php/about/our-team	./dharma/dharma.crc.nd.edu/index.php/about/our-team.html	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:23	651/651	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2015:07:23%20GMT	https://dharma.crc.nd.edu/index.php/component/search/?Itemid=145&format=opensearch	./dharma/dharma.crc.nd.edu/index.php/component/search/indexa12a.html	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:24	8559/8559	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:23%20GMT	https://dharma.crc.nd.edu/index.php/about/our-partners	./dharma/dharma.crc.nd.edu/index.php/about/our-partners.html	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:24	10111/10111	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:24%20GMT	https://dharma.crc.nd.edu/index.php/about/our-sponsors	./dharma/dharma.crc.nd.edu/index.php/about/our-sponsors.html	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:26	15614/15614	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:25%20GMT	https://dharma.crc.nd.edu/index.php/about/technology	./dharma/dharma.crc.nd.edu/index.php/about/technology.html	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:27	9849/9849	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:26%20GMT	https://dharma.crc.nd.edu/index.php/about/terms-of-use	./dharma/dharma.crc.nd.edu/index.php/about/terms-of-use.html	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:28	10558/10558	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:27%20GMT	https://dharma.crc.nd.edu/index.php/about/contact	./dharma/dharma.crc.nd.edu/index.php/about/contact.html	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:29	13930/13930	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:28%20GMT	https://dharma.crc.nd.edu/index.php/about/in-media	./dharma/dharma.crc.nd.edu/index.php/about/in-media.html	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:29	15904/15904	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:29%20GMT	https://dharma.crc.nd.edu/index.php/about/dvarca	./dharma/dharma.crc.nd.edu/index.php/about/dvarca.html	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:30	104041/104041	---M--	200	added ('OK')	image/jpeg	etag:%2219669-53074abc97700%22	https://dharma.crc.nd.edu/images/india/about_ph.jpg	./dharma/dharma.crc.nd.edu/images/india/about_ph.jpg	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:31	9539/9539	---M--	200	added ('OK')	image/png	etag:%222543-5c7a517ebc89c%22	https://dharma.crc.nd.edu/images/dharma/AboutImageTitle.png	./dharma/dharma.crc.nd.edu/images/dharma/AboutImageTitle.png	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:32	2321/2321	---M--	200	added ('OK')	image/png	etag:%22911-5c742e8251d56%22	https://dharma.crc.nd.edu/images/Graphics/Subtitle_enddot_l.png	./dharma/dharma.crc.nd.edu/images/Graphics/Subtitle_enddot_l.png	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:33	2279/2279	---M--	200	added ('OK')	image/png	etag:%228e7-5c742e8251d56%22	https://dharma.crc.nd.edu/images/Graphics/Subtitle_enddot_r.png	./dharma/dharma.crc.nd.edu/images/Graphics/Subtitle_enddot_r.png	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:35	507279/507279	---M--	200	added ('OK')	image/png	etag:%227bd8f-5c743d3c35ce1%22	https://dharma.crc.nd.edu/images/italy/vatican/about_vatican.png	./dharma/dharma.crc.nd.edu/images/italy/vatican/about_vatican.png	(from https://dharma.crc.nd.edu/index.php/about/introduction)
10:07:35	651/651	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2015:07:35%20GMT	https://dharma.crc.nd.edu/index.php/component/search/?Itemid=118&format=opensearch	./dharma/dharma.crc.nd.edu/index.php/component/search/index0499.html	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:36	16184/16184	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:35%20GMT	https://dharma.crc.nd.edu/index.php/projects/italy/roman-forum	./dharma/dharma.crc.nd.edu/index.php/projects/italy/roman-forum.html	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:37	16412/16412	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:36%20GMT	https://dharma.crc.nd.edu/index.php/projects/italy/vatican	./dharma/dharma.crc.nd.edu/index.php/projects/italy/vatican.html	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:38	18352/18352	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:37%20GMT	https://dharma.crc.nd.edu/index.php/projects/taj-mahal-menu/taj-mahal	./dharma/dharma.crc.nd.edu/index.php/projects/taj-mahal-menu/taj-mahal.html	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:39	14282/14282	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:38%20GMT	https://dharma.crc.nd.edu/index.php/projects/mainvisualization/visualization-forum	./dharma/dharma.crc.nd.edu/index.php/projects/mainvisualization/visualization-forum.html	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:39	78513/78513	---M--	200	added ('OK')	image/jpeg	etag:%22132b1-530d99b8870c0%22	https://dharma.crc.nd.edu/images/italy/colosseum-panorama_ph.jpg	./dharma/dharma.crc.nd.edu/images/italy/colosseum-panorama_ph.jpg	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:40	29449/29449	---M--	200	added ('OK')	image/png	etag:%227309-5c936400dfe3a%22	https://dharma.crc.nd.edu/images/dharma/DHARMA_blue2_title_Left.png	./dharma/dharma.crc.nd.edu/images/dharma/DHARMA_blue2_title_Left.png	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:41	28706/28706	---M--	200	added ('OK')	image/png	etag:%227022-5c93640cf08a9%22	https://dharma.crc.nd.edu/images/dharma/DHARMA_blue2_title_Right.png	./dharma/dharma.crc.nd.edu/images/dharma/DHARMA_blue2_title_Right.png	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:43	155930/155930	---M--	200	added ('OK')	image/jpeg	etag:%222611a-5307278399d40%22	https://dharma.crc.nd.edu/images/india/student-working.jpg	./dharma/dharma.crc.nd.edu/images/india/student-working.jpg	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:44	158669/158669	---M--	200	added ('OK')	image/jpeg	etag:%2226bcd-5c6dd8c5ab3d2%22	https://dharma.crc.nd.edu/images/technology/Cortile_person_photo1.jpg	./dharma/dharma.crc.nd.edu/images/technology/Cortile_person_photo1.jpg	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:44	91605/91605	---M--	200	added ('OK')	image/jpeg	etag:%22165d5-5c740eee3eac8%22	https://dharma.crc.nd.edu/images/italy/leica-in-action_350.jpg	./dharma/dharma.crc.nd.edu/images/italy/leica-in-action_350.jpg	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:45	121568/121568	---M--	200	added ('OK')	image/jpeg	etag:%221dae0-5d8ddddf7019d%22	https://dharma.crc.nd.edu/images/italy/2022DialoghiCuria/Krupali2022A.jpg	./dharma/dharma.crc.nd.edu/images/italy/2022DialoghiCuria/Krupali2022A.jpg	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:46	11474/11474	---M--	200	added ('OK')	image/png	etag:%222cd2-5c6ddd7018bf7%22	https://dharma.crc.nd.edu/images/Graphics/Timeline_longline1.png	./dharma/dharma.crc.nd.edu/images/Graphics/Timeline_longline1.png	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:47	2128/2128	---M--	200	added ('OK')	image/png	etag:%22850-5c6ddc9849b8f%22	https://dharma.crc.nd.edu/images/Graphics/Timeline_enddot1.png	./dharma/dharma.crc.nd.edu/images/Graphics/Timeline_enddot1.png	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:49	17892/17892	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:48%20GMT	https://dharma.crc.nd.edu/index.php/projects/taj-mahal-menu/agra-menu/river-front-study	./dharma/dharma.crc.nd.edu/index.php/projects/taj-mahal-menu/agra-menu/river-front-study.html	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:50	18065/18065	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:49%20GMT	https://dharma.crc.nd.edu/index.php/projects/taj-mahal-menu/india	./dharma/dharma.crc.nd.edu/index.php/projects/taj-mahal-menu/india.html	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:51	16024/16024	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2015:07:50%20GMT	https://dharma.crc.nd.edu/index.php/projects/taj-mahal-menu/india/sea-level-rise	./dharma/dharma.crc.nd.edu/index.php/projects/taj-mahal-menu/india/sea-level-rise.html	(from https://dharma.crc.nd.edu/index.php/projects)
10:07:51	74680/74680	---M--	200	added ('OK')	image/jpeg	etag:%22123b8-530743e3bcf80%22	https://dharma.crc.nd.edu/images/india/research_ph.jpg	./dharma/dharma.crc.nd.edu/images/india/research_ph.jpg	(from https://dharma.crc.nd.edu/index.php/publications)
10:07:52	31420/31420	---M--	200	added ('OK')	image/jpeg	etag:%227abc-53153e135cf80%22	https://dharma.crc.nd.edu/images/dharma/community_ph.jpg	./dharma/dharma.crc.nd.edu/images/dharma/community_ph.jpg	(from https://dharma.crc.nd.edu/index.php/community)
10:07:52	651/651	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2015:07:52%20GMT	https://dharma.crc.nd.edu/index.php/component/search/?Itemid=119&format=opensearch	./dharma/dharma.crc.nd.edu/index.php/component/search/index9df7.html	(from https://dharma.crc.nd.edu/index.php/publications)
10:07:53	70865/70865	---M--	200	added ('OK')	image/png	etag:%22114d1-5cb8faf659c7a%22	https://dharma.crc.nd.edu/images/Visualization/DHARMAmainTitle_Viz.png	./dharma/dharma.crc.nd.edu/images/Visualization/DHARMAmainTitle_Viz.png	(from https://dharma.crc.nd.edu/index.php/community)
10:07:54	651/651	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2015:07:54%20GMT	https://dharma.crc.nd.edu/index.php/component/search/?Itemid=127&format=opensearch	./dharma/dharma.crc.nd.edu/index.php/component/search/index56b3.html	(from https://dharma.crc.nd.edu/index.php/community)
10:07:55	78263/78263	---M--	200	added ('OK')	image/jpeg	etag:%22131b7-5ee8e0802f022%22	https://dharma.crc.nd.edu/images/Visualization/cortile1.jpg	./dharma/dharma.crc.nd.edu/images/Visualization/cortile1.jpg	(from https://dharma.crc.nd.edu/index.php/community)
10:07:56	414147/414147	---M--	200	added ('OK')	image/jpeg	etag:%22651c3-5ee8de8ff1656%22	https://dharma.crc.nd.edu/images/Visualization/Capture.jpg	./dharma/dharma.crc.nd.edu/images/Visualization/Capture.jpg	(from https://dharma.crc.nd.edu/index.php/community)
10:07:56	98783/98783	---M--	200	added ('OK')	image/png	etag:%22181df-5eea00944d0f9%22	https://dharma.crc.nd.edu/images/ProfileImages/Krupali_Circular.png	./dharma/dharma.crc.nd.edu/images/ProfileImages/Krupali_Circular.png	(from https://dharma.crc.nd.edu/index.php/community)
10:07:57	110806/110806	---M--	200	added ('OK')	image/png	etag:%221b0d6-5eeb3c7ba2f37%22	https://dharma.crc.nd.edu/images/ProfileImages/Giovanna_Circular.png	./dharma/dharma.crc.nd.edu/images/ProfileImages/Giovanna_Circular.png	(from https://dharma.crc.nd.edu/index.php/community)
10:07:58	110893/110893	---M--	200	added ('OK')	image/png	etag:%221b12d-5ee155fde8287%22	https://dharma.crc.nd.edu/images/ProfileImages/CLW_Circular.png	./dharma/dharma.crc.nd.edu/images/ProfileImages/CLW_Circular.png	(from https://dharma.crc.nd.edu/index.php/community)
10:07:59	76189/76189	---M--	200	added ('OK')	image/png	etag:%221299d-5ee1566376b71%22	https://dharma.crc.nd.edu/images/ProfileImages/Chase_Circular.png	./dharma/dharma.crc.nd.edu/images/ProfileImages/Chase_Circular.png	(from https://dharma.crc.nd.edu/index.php/community)
10:08:00	120658/120658	---M--	200	added ('OK')	image/png	etag:%221d752-5ee156d9f11a9%22	https://dharma.crc.nd.edu/images/ProfileImages/SY_Circular.png	./dharma/dharma.crc.nd.edu/images/ProfileImages/SY_Circular.png	(from https://dharma.crc.nd.edu/index.php/community)
10:08:01	108180/108180	---M--	200	added ('OK')	image/png	etag:%221a694-5ee9ff0b110af%22	https://dharma.crc.nd.edu/images/ProfileImages/Chad_Circular.png	./dharma/dharma.crc.nd.edu/images/ProfileImages/Chad_Circular.png	(from https://dharma.crc.nd.edu/index.php/community)
10:08:02	94512/94512	---M--	200	added ('OK')	image/png	etag:%2217130-5ee9ff0b110af%22	https://dharma.crc.nd.edu/images/ProfileImages/Blake_Circular.png	./dharma/dharma.crc.nd.edu/images/ProfileImages/Blake_Circular.png	(from https://dharma.crc.nd.edu/index.php/community)
